Label,documents
athletics,gebrselassie in london triple bid double olympic champion haile gebrselassie will race in the london marathon for the next three years the ethiopian legend won sunday almeria halfmarathon in spain on his return from an operation on his achilles tendon he was third in london in in his first serious attempt at the marathon it is coup for us to secure haile presence for the next three years and it guarantees quality race said race director david bedford gebrselassie will face olympic champion stefano baldini world champion jaouad gharib and archrival paul tergat the current world record holder if didn think could win would not be here said gebrselassie who has set world records on occasions in his illustrious career and is keen to add the marathon record to his collection there are lot of fantastic runners in the race but shall be doing my utmost to upset them 
athletics,kenteris denies faking road crash greek sprinter kostas kenteris has denied claims that he faked motorbike crash to avoid doping test days before the start of the olympics kenteris and fellow sprinter katerina thanou are set to learn if they will face criminal charges this week part of the investigation has centred on whether they staged the crash kenteris insisted the accident happened went crazy when found out had supposedly missed test and wanted to rush to the olympic village kenteris speaking on greece alter television station also claimed that he asked to be tested for banned substances in hospital after the crash told the hospital which was an olympicsaccredited hospital to call the ioc and have me tested on the spot but noone came after drama which dominated newspaper headlines in greece as athens prepared for the start of the athens games kenteris and thanou eventually withdrew but kenteris has continually protested his innocence and on sunday blamed greek olympic committee officials and his former coach christos tzekos for failing to inform him of the test the yearold insisted he will be happy if he is charged so he can clear his name if decision is taken to have charges filed against me will accept it gladly prosecution means that the case will be cleared want to go to the end and then we ll see who right and who isn kenteris greek hero after winning gold in the at the olympics in sydney also confirmed that he was due to light the flame at the athens opening ceremony had even rehearsed lighting the cauldron he said 
athletics,radcliffe eyes hard line on drugs paula radcliffe has called for all athletes found guilty on drugs charges to be treated as criminals the marathon world record holder believes more needs to be done to rid athletics of the suspicions and innuendoes which greet any fast time doping in sport is criminal offence and should be treated as such the yearold told the sunday times it not only cheats other athletes but also cheats promoters sponsors and the general public radcliffe comments come at time when several american sports stars are under suspicion of steroid use being caught in possession of performanceenhancing drugs should carry penalty she added the current system does not detect many of the substances being abused by athletes this means that often athletes do not know if they are competing on level playing field if their hard work and sacrifice is being trumped by an easier scientific route often when an athlete puts in good performance they are subjected to suspicions and innuendoes instead of praise having been on the receiving end of accusations like this can testify as to how much this hurts 
athletics,holmes starts with gb events kelly holmes will start with series of races in britain holmes will make her first track appearance on home soil since winning double olympic gold in january norwich union international in glasgow she will also run in the grand prix in birmingham in february and may defend her indoor aaa title in sheffield earlier that month am still competitive and still want to win she said m an athlete and can wait to get back on the track she added these events are also great opportunity to thank the british public for the enormous levels of support they have given me from the moment stepped off that plane from greece the glasgow meeting will see holmes compete over in fiveway match against sweden france russia and italy 
athletics,tulu to appear at caledonian run twotime olympic metres champion derartu tulu has confirmed she will take part in the bupa great caledonian run in edinburgh on may the yearold ethiopian is the first star name to enter the event tulu has won the boston london and tokyo marathons as well as the world title in we are delighted to have secured the services of one the most decorated competitors the sport has ever seen said race director matthew turnbull her record speaks for herself and there are few other women distance runners who would dare compare their pedigree with tulu he added she might be next month but that didn stop her winning the olympic bronze medal last summer she an ultraconsistent championships racer 
athletics,balco case trial date pushed back the trial date for the bay area laboratory cooperative balco steroid distribution case has been postponed us judge susan illston pushed back preliminary evidentiary hearing which was due to take place on wednesday until june no official trial date has been set but it is expected to begin in september balco founder victor conte along with james valente coach remy korchemny and trainer greg anderson are charged with distributing steroids to athletes anderson clients include barry bonds and several other baseball stars have been asked to appear before congressional inquiry into steroid use in the major leagues the balco defence team have already lost their appeal to have the case dismissed at pretrial hearing in san francisco but will still argue the case should not go to trial the hearing in june will focus on the admissibility of evidence gathered during police raids on balco offices and anderson home conte and anderson were not arrested at that point but federal agents did obtain statements from them the defence are expected to challenge the legality of those interviews and if ilston agrees she could could reject all the evidence from the raids balco has been accused by the united states antidoping agency usada of being the source of the banned steroid thg and modafinil former double world champion kelli white and olympic relay star alvin harrison have both been banned on the basis of materials discovered during the balco investigation britain former european champion dwain chambers is currently serving twoyear ban after testing positive for thg in an outofcompetition test in and american sprinter marion jones has filed lawsuit for defamation against conte following his allegations that he gave her performanceenhancing drugs 
athletics,gb quartet get cross country call four british athletes have been preselected to compete at the world cross country championships in march after impressive starts to the season hayley yelling jo pavey karl keska and adam hickey will represent team gb at the event in france yelling clinched the women european cross country title last month and pavey followed up with bronze keska helped the men team to overall third place while hickey finished in th place on his junior debut winning the european cross country title meant so much to me said yelling and being preselected for the worlds means that can focus on preparing in the best way possible the yearold will race alongside olympic finalist pavey in the women km race on march keska who has made successful return from longterm injury layoff contests the men km race on march while yearold hickey goes in the junior men km on the same day the rest of the team will be named after the trials at wollaton park in nottingham which take place on march 
athletics,costin aims for comeback in jamie costin should be paralysed he says so himself in matteroffact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the olympic stadium in athens for the walk there is an ironic chuckle as he talks of his immediate thoughts after lorry driving on the wrong side of the road had ploughed into his rental car was in lot of pain and guessed that one of my toes was broken says the waterford man but was thinking maybe with cortisone injection you never know in my back it felt as though all the muscles had been ripped off my pelvis but was thinking maybe we could do something with laser therapy and ultra sound and hopefully d be able to race it took over hours before jamie knew with certainty that he would not be competing in his second olympics my back had been broken in two places and with one of my vertebrae the bottom part had exploded so m fierce lucky not be paralysed d fractured my big toe as well which was on the brake jamie didn finally arrive at hospital in athens until some nine and half hours after the accident for the first nine hours had no pain killers which was ridiculous in degrees heat but once got the scans and saw them it was case of moving on and thinking ok ve got different set of circumstances now within three days he was arriving back in ireland by air ambulance doctors in athens had wanted to operate on jamie back immediately but he insisted on delaying any surgery until he arrived back home something he is now very relieved about the greek doctors were going to put three or four inch titanium rods either side of my spinal cord up through my vertebrae that would have fused all my lower back and would never have been able to race again they were really putting lot of pressure on me to agree to the surgery but when got to the mater in dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me the people at the mater have been absolutely fantastic jamie had to wear body cast for three and half months after the accident and spent most of that time flat on his back he then progressed to crutches for six weeks until he was finally able to walk unaided on january walking without the crutches seemed like something finally really measurable in terms of my recovery physio sessions with johnston mcevoy in limerick have been vital part of his recovery johnston uses an advanced type of acupuncture and it very effective needles get put right close up to my spine two and half inch needle went in yesterday and m fairly incapacitated today as result jamie has also travelled to receive treatment at the polish training centre in spala where he has trained with triple olympic champion robert korzeniowski over the past five years was there for over fortnight earlier this month and underwent fair extreme treatment called cryotherapy basically there a small room which is cooled by liquid nitrogen to minus degrees centigrade and it promotes deep healing jamie heads to poland again on sunday where he will be having daily cryotherapy in addition to twicedaily physio sessions and poolwork all these sessions are small steps on the way to what jamie hopes will be return to racing in it all about trying to get mobility in my back lying down for three and half months didn really help with the strength there a lot of work involved in my recovery m doing about six hours day between physio and pool work m also going to the gym to lift very light weights to try and build up my muscles m fairly full on with everything do d hope to be training regularly by march but training is just part of the process of getting back at the moment every time go and do big bit of movement my whole pelvic area all down my lower back just tightens up it a case of waiting and seeing how it reacts hopefully after four or five months my back won tighten up as much 
athletics,butler strikes gold in spain britain kathy butler continued her impressive year with victory in sunday th cross internacional de venta de banos in spain the scot who led gb to world cross country bronze earlier this year moved away from the field with ines monteiro halfway into the km race she then shrugged off her portuguese rival to win in minutes seconds meanwhile briton karl keska battled bravely to finish seventh in the men km race in time of kenenisa bekele of ethiopia the reigning world long and short course champion was never troubled by any of the opposition winning leisurely in butler said of her success felt great throughout the race and hope this is good beginning for marvellous season for me elsewhere abebe dinkessa of ethiopia won the brussels iaaf crosscountry race on sunday completing the course in gelete burka then crowned great day for ethiopia by claiming victory in the women race 
athletics,white admits to balco drugs link banned american sprinter kelli white says she knowingly took steroids given to her by bay area lab cooperative balco president victor conte conte faces federal trial next year on charges of distributing steroids and tax evasion and white said at first he tried to cover up what he was doing he the one who told me that it wasn what he said it was white said in the san francisco chronicle but she added it was my decision to go to him not anybody else white said conte at first told her the substance was flaxseed oil only to change his story later white failed drugs test after winning the and titles at the world athletics championships she was subsequently handed twoyear ban in may this year and has admitted taking the stimulant modafinil at first white claimed she took the drug to combat narcolepsy but she now takes full responsibility for her actions my whole belief about victor is that he was selling product white said in the la times whether it be good product or bad product he was selling product white was introduced to conte through her coach remy korchemy who is also defendant in the balco case the yearold believes doping is so common in sport she felt compelled to cheat herself if she was to have any chance of winning have no clue what it going to take to change that said white would say made mistake and would never ever go back would never recommend anyone to take that route 
athletics,iaaf awaits greek pair response kostas kenteris and katerina thanou are yet to respond to doping charges from the international association of athletics federations iaaf the greek pair were charged after missing series of routine drugs tests in tel aviv chicago and athens they have until midnight on december and an iaaf spokesman said we re sure their responses are on their way if they do not respond or their explanations are rejected they will be provisionally banned from competition they will then face hearing in front of the greek federation which will ultimately determine their fate their former coach christos tzekos has also been charged with distributing banned substances under iaaf rules the athletes could receive maximum oneyear suspension kenteris and thanou already face criminal trial after being charged with avoiding drug test on the eve of the athens olympics and then faking motorcyle crash no date for the trial has yet been set and again tzekos is also facing charges the iaaf issued an official warning to the trio last year after they were discovered training in qatar rather than in crete where they had said they would be all athletes must inform their national federations where they are at all times so they can be available for outofcompetition drugs tests but kenteris and thanou then went on to skip tests in tel aviv and chicago when they decided to fly back to greece early then just before the olympics the pair dramatically missed another test in athens and withdrew from the games 
athletics,iaaf to rule on greek sprint pair greek sprinters kostas kenteris and katerina thanou are expected to find out on wednesday if they will be banned for missing drugs tests this summer the international association of athletics federations iaaf council held conference call on tuesday and are set to announce their decision kenteris and thanou could be suspended for up to two years the duo withdrew from the olympics after missing test but claimed they had suffered motorcycle crash the greek authorities have also brought criminal charges against the sprinters for avoiding drugs test and faking an accident their former coach christos tzekos is also facing charges and all three are awaiting trial date however the iaaf will determine the sprinters future on the track after carefully considering all the evidence the sport ruling body is expected to direct the greek federation in what action it should take against the sprinters kenteris and thanou can appeal against any decision at the court of arbitration for sport the sprinters both sent written explanations to the iaaf which have been taken into account the iaaf sent an official warning to the sprinters and coach tzekos after they were discovered training in qatar rather than in crete where they had said they would be but kenteris and thanou then went on to skip tests in tel aviv and chicago when they decided to fly back to greece early just before the olympics the pair dramatically missed another test in athens before withdrawing from the games kenteris won gold in the at the sydney olympics in where thanou won silver in the 
athletics,trial date is set for balco case us judge has set preliminary trial date for the balco steroid distribution case which has rocked athletics us district court judge susan ilston rejected an attempt by the defence team to have the case dismissed at pretrial hearing in san francisco and she set march date for the case of the four men accused of distributing illegal performanceenhancing drugs to elite athletes to be heard firm decision on whether the trial takes place is expected in january the judge said that she may conduct hearings in january into whether federal agents illegally searched the balco headquarters and wrongfully obtained statements from the company founder victor conte and its vicepresident james valente the two men along with personal trainer greg anderson and athletics coach remy korchemny were all indicted earlier this year but have pleaded their innocence the outcome of those hearings could result in some or all of the charges being dismissed conte said that he would be telling his side of the story on an american tv show on friday the world deserves to know the truth about performanceenhancing drugs he said balco the bay area laboratory cooperative is the company at the centre of the scandal the company has been accused by the united states antidoping agency usada of being the source of the banned steroid thg and modafinil the usada claims that athletes have received sanctions for testing positive for thg and modafinil former double world champion kelli white and olympic relay star alvin harrison have both been banned on the basis of materials discovered during the balco investigation britain former european champion dwain chambers is currently serving twoyear ban after testing positive for thg in an outofcompetition test in 
athletics,wada will appeal against ruling the world antidoping agency wada will appeal against the acquittal of kostas kenteris and katerina thanou on doping charges if the iaaf does not the pair were cleared of charges relating to missing dope tests by the greek athletics federation last week wada chairman dick pound said am convinced the iaaf will appeal against the decision and we will support them but if they accept the federation ruling we will go before the court of arbitration for sport he added kenteris lawyer gregory ioannidis reacted angrily to pound comments comments like these only help to embarrass the sporting governing bodies create hostage situation for the iaaf and strengthen our case further he told bbc sport kenteris and thanou had been charged with avoiding drugs tests in tel aviv chicago and athens and failing to notify antidoping officials of their whereabouts before the olympics they withdrew from the athens games after missing drugs test at the olympic village on august but an independent tribunal ruled that the duo had not been informed that they needed to attend drugs test in athens however their former coach christos tzekos was banned for four years by the tribunal kenteris and thanou still have to face trial on charges brought separately by greek prosecutors of missing the drugs tests and faking motorcycle accident to avoid testing at the athens games 
athletics,collins calls for chambers return world champion kim collins says suspended sprinter dwain chambers should be allowed to compete in the olympics again chambers was banned for two years after testing positive for the anabolic steroid thg and his suspension runs out in november this year but collins says the british olympic association should reverse the decision to ban him from the olympics for life it was too harsh collins told radio five live they should reconsider chambers has been in america learning american football but has not ruled out return to the track collins added he is great guy and have never had any problems with him we are friends would like to see dwain come back and compete again he is good person even though he made mistake he understands what he did and should be given chance once more 
athletics,disappointed scott in solid start allan scott is confident of winning medal at next week european indoor championships after solid debut on the international circuit the yearold scot finished fourth in the hurdles at the jose cagigal memorial meeting in madrid it was definitely learning curve and certainly haven ruled out challenging for medal next week said the east kilbride athlete the race was won by felipe vivancos who equalled the spanish record sweden robert kronberg was second with haiti dudley dorival in third scott was slightly disappointed with his run in the final he won his heat in secs but ran secs slower in his first iaaf indoor grand prix circuit final should have done better than that he said felt could have won it got poor start but still felt should have ran faster vivancos slashed his personal best to equal the spanish record with time of secs while kronberg and dorival clocked secs and secs respectively 
rugby,england coach faces rap after row england coach andy robinson is facing disciplinary action after criticising referee jonathan kaplan in his side six nations defeat to ireland the rugby football union rfu will investigate robinson after deciding not to lodge complaint against kaplan robinson may even have to apologise for his comments in order to avoid sanction from the international rugby board robinson had said he was livid about kaplan decisions on saturday to disallow two england tries the england coach went on to claim that only one side was refereed after reviewing tapes of the match the rfu decided not to formally complain to the irb over the standard of kaplan refereeing instead the rfu said in statement they would set out any concerns the england team management may have in confidential manner an irb spokesman said on the matter we take all breaches of the code very seriously should the rfu resolve the issue to our satisfaction as happened last month when the scotland coach matt williams apologised for remarks made it would be the end of the matter kaplan has vigorously defended his performance in england defeat at landsdowne road and admitted he was very disappointed with robinson remarks and the south african has been appointed to take charge of scotland match against wales on march the rfu recently fined northampton coach budge pountney xcxa and imposed sixweek ban for his criticism of referee steve lander after premiership match 
rugby,wales want rugby league training wales could follow england lead by training with rugby league club england have already had threeday session with leeds rhinos and wales are thought to be interested in similar clinic with rivals st helens saints coach ian millward has given his approval but if it does happen it is unlikely to be this season saints have week training in portugal next week while wales will play england in the opening six nations match on february we have had an approach from wales confirmed saints spokesman it in the very early stages but it is something we are giving serious consideration to st helens who are proud of their welsh connections are obvious partners for the welsh rugby union despite spat in over the collapse of kieron cunningham proposed xcxa move to union side swansea similar crosscode deal that took iestyn harris from leeds to cardiff in did go through before the talented standoff returned to the man code with bradford bulls kel coslett who famously moved from wales to league in the is currently saints football manager while clive griffiths wales defensive coach is former st helens player and is thought to be the man behind the latest initiative scott gibbs the former wales and lions centre played for st helens from and was in the challenge cupwinning team at wembley in 
rugby,driscollgregan lead aid stars ireland brian driscoll will lead the northern hemisphere team in the irb rugby aid match at twickenham driscoll heads starstudded cast for the contest to raise funds for the tsunami appeal the south will be led by george gregan one of four wallabies alongside five springboks and four all blacks including captain tana umaga south african flanker schalk burger has shaken off leg injury to take his place in the starting lineup he will join fellow springboks john smit cobus visagie and victor matfield in the south pack with jacque fourie among the centres the north side have been hit by the withdrawals of scotland duo gordon bulloch and chris cusiter plus france captain fabien pelous but leicester england centre ollie smith has been added to the squad giving him an opportunity to impress lions coach sir clive woodward who takes charge of the north side think it fantastic for ollie tigers coach john wells told bbc radio leicester he was probably going to have the weekend off this week and hope clive gets the chance to see the qualities that leicester and england have been seeing all year woodward will also assess other potential lions candidates such as scotland pair simon taylor and chris paterson wales scrumhalf dwayne peel and ireland lock paul connell m looking forward to working with such outstanding players woodward said both teams are fielding topquality sides and really hope that the rugby public and community get behind this game to raise as much money as possible for such deserving cause despite the withdrawal of wales wing rhys williams who is required for the blues celtic league match with munster three other members of their six nations squad ceri sweeney john yapp and jonathan thomas will also play not only it is for good cause but it gives these players the opportunity to play with and against some of the best players in the world said wru general manager steve lewis supporters can watch the teams train for free at twickenham on friday march woodward will put his north team through their paces at gmt with the south side coached by former wallabies coach rod macqueen due at the stadium at paterson scotland cohen england o driscoll ireland capt traille france smith england sweeney wales humphreys ireland peel wales lo cicero italy de villiers france yapp wales ibanez france o connell ireland bortolami italy thomas wales taylor scotland dallaglio england parisse italy others to be added latham australia lima samoa fourie sa umaga new zealand bobo fiji mehrtens nz gregan aus capt hoeft nz smit sa visagie sa maling nz matfield sa burger sa waugh aus kefu aus taukafa tonga guinazu argentina sititi samoa palepoi samoa rauluni fiji delport sa n other 
rugby,hurter flees falcons nest for sa newcastle tighthead prop marius hurter will end six years in the northeast when he returns to his native south africa before the new year hurter has signed deal to play super rugby with the cats and then the currie cup with the lions he also wants to further his law studies while his wife is expecting their first child in seven months falcons boss rob andrew said losing marius is blow to us but we recognise he has new life to go to hurter capped times by the springboks was member of their world cupwinning squad in he signed for the falcons in and has played over zurich premiership matches helping the club lift the powergen cup in and hurter will remain in contention for the falcons next two matches against saracens and leeds before flying to south africa on december we obviously wish marius and his family all the best for their future and just hope that south africa is ready for guy who we would certainly class as fully fledged geordie andrew added his shoes will be big ones to fill but we are looking at replacements as we try and build on all the good work that marius has done for us not only with his own play but with his help for all of the younger props at the club hurter said ve had an amazing time here it been great six years but the plan was always to go back newcastle is fantastic city with wonderful people but my heart still lies in south africa 
rugby,dawson wins england squad recall wasps scrumhalf matt dawson has been recalled to england training squad ahead of the rbs six nations and been reinstated in the elite player squad coach andy robinson dropped dawson for the autumn tests after he missed training to film question of sport always said would consider bringing matt back if felt he was playing well robinson said he merits his return on current form newcastle yearold centre mathew tait is also in the training squad it obviously an honour to be asked to train with england said tait who has burst into contention recently look forward to going down and doing the sessions but the most important thing at the moment is sunday game against newport so m not looking any further than that robinson has invited players to attend threeday session in leeds next week in which his squad will train in part with the leeds rhinos rugby league squad with mike tindall ruled out of the opening two matches and will greenwood sidelined for the entire six nations tait is one of six or seven contenders for the two centre berths stuart abbott jamie noon ollie smith olly barkley and henry paul who retains his place despite his early substitution against australia are also in the mix ben cohen could also be considered after switching from the wing for his club northampton recently prop phil vickery and lock simon shaw both return to the squad after missing the autumn tests through injury while wasps wing tom voyce is recalled the group also includes bath flanker andy beattie and leicester hooker george chuter beattie has matured greatly as player these past two seasons robinson said jonny wilkinson tindall and martin corry have all been included despite their unavailability for the opening two matches against wales and france the revised man elite squad includes wasps hooker phil greening who replaces the retired mark regan and sale wing mark cueto cueto was selected for the november internationals despite not being part of the group but scored four tries in three england appearances leicester scrumhalf harry ellis has also been promoted from the senior national academy and will contest the number nine jersey with dawson and gloucester andy gomarsall the players in robinson elite squad can only play matches for club and country they can be called up for total of training days in addition to the recognised international weeks for each of the years leading up to the next world cup balshaw cohen cueto lewsey robinson simpsondaniel voyce abbott noon paul smith tait tindall barkley hodgson king wilkinson dawson ellis gomarsall chuter thompson titterrell rowntree sheridan stevens vickery white borthwick brown deacon grewcock kay shaw beattie corry forrester hazell jones moody vyvyan worsley abbott balshaw borthwick brown chuter cohen corry cueto dawson ellis flatman gomarsall greening greenwood grewcock hazell hill hodgson kay king lewsey moody noon paul robinson rowntree shaw simpsondaniel thompson tindall titterrell vickery vyvyan white wilkinson worsley worsley barkley beattie christophers deacon forrester jones palmer rees sheridan skinner smith stevens tait voyce dowson haughton monye roques sanderson 
rugby,wales hails new superstar one game into his six nations career and gavin henson is already welsh legend mesmeric display against england topped off by his howitzer of matchwinning penalty has secured life membership of that particular club at henson has the rugby world at his silverbooted feet and if his natural selfassurance and swagger is shared by his wales teammates then fullblown revival could be more than just lot of hot air drifting up from the valleys the red dragonhood subdued the red rose army in most areas of the field but henson stellar performance ensured their efforts yielded the win they craved above all others he announced himself in the game opening salvo with welcome to cardiff greeting for mark cueto on the gain line and his defence was major feature of the match his principal victim poor old or rather young mathew tait the england centre will have spent his th birthday on sunday shuddering at the memory of how he was upended not just once but twice by henson allenveloping tackles the second time after the interval singlehandedly lifted the record millennium stadium crowd at time when england were starting to show menace showing awesome strength henson nonchantly held the bewildered debutant in midair master predator toying with his helpless prey savouring the kill his kicking game also prospered particularly when he moved to fullback for minutes either side of halftime when his captain gareth thomas was in the sinbin one huge clearance from tait kick sent england retreating rapidly while another booming punt to the right corner kept the visitors pinned in their own half henson was also creativity personified one little chip ahead for shane williams narrowly missed its target precise crosskick forcing jamie noon to fumble the ball into touch he also had hand in the game only try finished superbly by williams and might have scored himself on the halfhour as he glided into space only to be scragged by tait henson was twice repelled as wales laid siege to the english line after charlie hodgson penalty had edged the visitors in front for the first time but he was not to be denied as the crescendo rose to deafening din and the outcome of the match fell to him replacement gareth cooper made the most of poor welsh scrum by chipping into space where jason robinson was penalised for holding on in the tackle five metres in from the right touchline metres out it was not kick stephen jones who had seen longrange effort fall agonisingly under the bar would have approached with confidence it was out of steve range but looked at gavin and he gave me reassuring nod said thomas henson surveying his date with destiny positively relished the responsibility and the chance to make himself hero without further ado he nervelessly slotted the kick that ended five years of english dominance and years of waiting in cardiff knew was going to get it before even took the kick he said later his distinct spikey locks freshly gelled into an appropriate star shape have been getting them from that distance all year so it wasn a problem there were still four minutes for wales to hold out and the frenzy was such that henson could not even hear jones shouting instructions at him from three yards away but it was wales who finished the game on the attack almost snatching second try in thunderous climax just do it implored the front page headline on saturday western mail newspaper and thanks to henson wales did 
rugby,sydney to host north south game sydney will host northern versus southern hemisphere charity match in june or july the australian rugby union aru said on wednesday the match will include players from the lions tour of new zealand the australian rugby union has thrown its support behind proposed northsouth match to raise funds for the tsunami appeals the aru said the date is yet to be decided but the most likely venue is sydney olympic stadium aru chief executive gary flowers said the world cricket charity match in melbourne earlier this month had inspired the aru we still need to discuss the options with the irb international rugby board the lions and our sanzar south africa new zealand and australia rugby partners but june or july is seen as better option than march to ensure we have the cream of southern hemisphere rugby available he said wallabies captain george gregan said the charity match was great initiative trinations rivals australia new zealand and south africa would feature prominently in southern team against northern side comprised of six nations teams france ireland england wales italy and scotland coach clive woodward lions squad will tour new zealand in june and july including tests on june and july almost fans packed into melbourne cricket ground on january for charity match that raised xcxam for victims of the asian tsunami 
rugby,borders ulster ulster clung on for moraleboosting celtic league win over bottom club borders at netherdale on friday night late try by borders substitute jonny weston had set up dramatic finish but the scottish side could not complete the fightback ulster had led with tries from paul steinmetz and bryn cunningham but the irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table borders had edged ahead with sixthminute penalty by charlie hore only to hand the visitors the initiative via gift try calum macrae surrendered possession before centre steinmetz sent chip into the danger zone substitute joe pattison who had come on for the injured gareth morton wrongly thought the ball was trickling out of play and eased up on the chase the speedy steinmetz had other ideas and he raced up to get the vital touch in the nick of time giving adam larkin an easy conversion ally warnock clawed back three points for borders but they were soon hit by another doubleblow first mark blair was yellow carded for killing the ball on the ground and then fullback cunningham bagged the second touchdown in the wake of fine work by skipper andy ward larkin again added the extras even worse was to come for borders when larkin kicked two more penalties just before the break the second of which also led to kelly brown being sinbinned the hosts gave themselves glimmer of hope immediately after the restart however when warnock struck penalty at the other end and he repeated the feat to set up the tense finale ulster coach mark mccall said he was delighted to get the victory borders are tougher proposition this year in spite of the fact that they have not had victory in some time said mccall in the first minutes we were edgy but in the second minutes we played some of our best rugby this season and scored two good tries morton moffat macrae hore berthinussen warnock moore thomson ford douglas blair stewart gray brown mcentee kay parr mcgee rennick weston millar pattison cunningham maxwell bell steinmetz howe larkin campbell best shields moore frost mccullough ward feather best brady mccormick longwell browne doak young bowe phil fear wru 
rugby,shea to head up rfu academies london irish managing director conor shea is to leave the exiles to take up post as the rugby football union director of regional academies shea will start his new role in the spring monitoring players capable of developing into england internationals look on this move to twickenham as huge challenge and one simply could not turn down shea said can see so much potential for moving the academy network onto another level and that excites me enormously shea who won caps for ireland at fullback was forced to retire as player in after series of ankle operations he then became the exiles director of rugby before taking up the managing director role in shea will manage the network of england regional rugby academies working closely with david shaw who has been instrumental in establishing the system and brian ashton who runs the national academy in bath 
rugby,harinordoquy suffers france axe number eight imanol harinordoquy has been dropped from france squad for the six nations match with ireland in dublin on march harinordoquy was secondhalf replacement in last saturday defeat to wales bourgoin lock pascal pape who has recovered from sprained ankle returns to the man squad wing cedric heymans and ludovic valbon come in for aurelien rougerie and jeanphilippe grandclaude rougerie hurt his chest against wales while grandclaude was secondhalf replacement against both england and wales valbon capped in last june tests against the united states and canada was second half replacement in the win over scotland france coach bernard laporte said harinordoquy had been axed after poor display last weekend imanol has been dropped from the squad because the least can say is that he didn make thundering comeback against wales said laporte we know the ireland game will be fast and rough and we also want to be able to replace both locks during the game if needed and gregory lamboley can also come on at number seven or eight the grand slam is gone but we ll go to ireland to win it will be very exciting game because ireland have three wins under their belt have just defeated england and have their eyes set on grand slam france who lost to wales last week must defeat the irish to keep alive their hopes of retaining the six nations trophy ireland are unbeaten in this year tournament and have their sights set on first grand slam since dimitri yachvili biarritz pierre mignoni clermont yann delaigue castres frederic michalak stade toulousain damien traille biarritz yannick jauzion stade toulousain ludovic valbon biarritz christophe dominici stade francais cedric heymans stade toulousain julien laharrague brive sylvain marconnet stade francais nicolas mas perpignan olivier milloud bourgoin sebastien bruno saleeng william servat stade toulousain fabien pelous stade toulousain capt jerome thion biarritz pascal pap bourgoin gregory lamboley stade toulousain serge betsen biarritz julien bonnaire bourgoin yannick nyanga bziers 
rugby,saintandre anger at absent stars sale sharks director of rugby philippe saintandre has reopened rugby clubversuscountry debate sale host bath in the powergen cup on friday but the frenchman has endured difficult week with six players away on england six nations training camp it an important game but we ve just the one full session it the same for everyone but we need to manage it if five players or more are picked for your country they should move the date of the game he told bbc sport unless the authorities agree to make changes saintandre believes england national team will suffer as clubs opt to sign foreigners and retired internationals that not good for the politics of the english team or for english rugby he argues it is an issue he has taken up before most notably during the autumn internationals when sale lost all three zurich premiership matches they played now he fears it could derail the club hopes of cup silverware after eight players including captain jason robinson and flyhalf charlie hodgson were away with their countries we re in the quarterfinals it always better to play at home than away and it a great opportunity he added but we have to be careful bath have just been knocked out of europe and will make it tough game it also comes at the end of very very difficult week sebastien bruno been with france jason white with scotland and there are six with england that eight players plus injuries players out of squad of we ll have just one session together and will have to do our best to make that good one on thursday afternoon gloucester have also been caught in clubversuscountry conflict after england sought second medical opinion on james simpsondaniel fitness the winger is carrying shoulder injury and the national team management believe he requires time on the sidelines as result he misses the cherry and white quarterfinal at home to bristol under the elite player squad agreement england wanted second opinion which they can do director of rugby nigel melville told the gloucester citizen they obviously want him for international rugby and we want him for club rugby in what is very important game for us there is conflict of interests the surgeon who carried out his operation said he was fine for us but england say he is still vulnerable to be damaged again and want him on full rehab programme simpsondaniel added ve said to nigel want to be back playing and that means if everything goes well this week can target the worcester game on january for return 
